Transaction ID,Customer ID,Customer Name,Age,Gender,Location,Product ID,Product Name,Category,Quantity Purchased,Price per Unit ($),Total Purchase Amount ($),Purchase Date,Payment Method,Customer Feedback Score
394,CUST4083,Ashley Lyons,65,Non-binary,New Timothy,PROD540,Watch,Fashion,4,191.4,765.6,2023-08-17,Debit Card,5
395,CUST5863,Jose Shaw II,52,Female,Costaburgh,PROD332,Non-fiction,Books,4,415.52,1662.08,2023-12-06,Credit Card,2
396,CUST8744,Melanie Wood,27,Male,Stephaniemouth,PROD171,Jeans,Fashion,4,479.94,1919.76,2024-05-30,Cash,3
397,CUST7345,Adam Ray,43,Non-binary,New Steven,PROD324,Smartphone,Electronics,1,312.74,312.74,2023-10-09,Debit Card,1
398,CUST6501,Michelle Gomez,56,Non-binary,Port Linda,PROD157,Biography,Books,3,190.83,572.49,2024-07-05,Cash,4
399,CUST2084,Jeffrey Williams,61,Male,East Stephaniefort,PROD570,Yoga Mat,Sports,4,121.89,487.56,2025-02-25,Cash,3
400,CUST1765,Amber Copeland,26,Non-binary,Ryanview,PROD951,Dumbbells,Sports,5,29.1,145.5,2025-01-22,Credit Card,4
401,CUST6254,Wanda Pace,34,Female,Amandaland,PROD992,Football,Sports,5,489.2,2446.0,2024-02-26,PayPal,3
402,CUST9792,Ann Snyder,44,Female,Christinachester,PROD208,Eggs,Grocery,2,215.99,431.98,2023-10-02,Cash,3
403,CUST9964,Erica Jacobs,50,Female,Lake Jamesfurt,PROD404,Yoga Mat,Sports,4,299.94,1199.76,2023-06-02,Cash,3
404,CUST8052,Mary Norton,25,Non-binary,Nicoleshire,PROD628,Milk,Grocery,2,451.35,902.7,2023-05-03,Cryptocurrency,2
405,CUST7777,Raymond Alvarez,52,Non-binary,Galvanfurt,PROD218,Dumbbells,Sports,3,352.24,1056.72,2024-03-26,Debit Card,2
406,CUST3358,Julie Coleman,52,Male,East Chad,PROD685,Microwave,Home & Kitchen,1,452.37,452.37,2024-01-30,Credit Card,2
407,CUST5405,Angela Diaz,57,Non-binary,Lake Michaelville,PROD280,Smartphone,Electronics,4,72.24,288.96,2023-06-07,Debit Card,2
408,CUST4353,Austin Fritz,58,Female,Briannatown,PROD354,Couch,Home & Kitchen,2,283.4,566.8,2024-09-11,Credit Card,1
409,CUST2011,Amanda Bernard,42,Non-binary,Davidsonfort,PROD320,Microwave,Home & Kitchen,2,71.66,143.32,2024-07-22,PayPal,1
410,CUST1313,Nicole Shepard,58,Female,Davisport,PROD109,Tennis Racket,Sports,5,77.02,385.1,2023-08-28,Cash,4
411,CUST1855,Jessica Rodgers,61,Male,New Jessicatown,PROD288,Tennis Racket,Sports,3,302.16,906.48,2024-06-08,Debit Card,4
412,CUST2040,Kimberly Wiggins,46,Female,Brownside,PROD394,Vacuum Cleaner,Home & Kitchen,5,280.28,1401.4,2024-06-12,Debit Card,1
413,CUST4052,Tina Strong,32,Female,Bakerborough,PROD419,Yoga Mat,Sports,3,441.53,1324.59,2023-11-17,PayPal,4
414,CUST7062,Seth Martinez,53,Non-binary,Allenborough,PROD793,Blender,Home & Kitchen,5,310.38,1551.9,2024-02-04,PayPal,5
415,CUST3973,Christine Stafford,27,Non-binary,Chandlerfurt,PROD236,Yoga Mat,Sports,1,255.94,255.94,2024-08-25,Debit Card,5
416,CUST9447,Caroline Davis,38,Female,South Vanessaland,PROD752,Comics,Books,5,167.87,839.35,2023-08-17,Cash,2
417,CUST5598,Matthew Smith,19,Male,Hillville,PROD681,Microwave,Home & Kitchen,2,34.55,69.1,2025-02-28,PayPal,3
418,CUST4459,Alex Anderson,47,Female,Luisland,PROD813,Couch,Home & Kitchen,3,79.87,239.61,2024-05-26,Cryptocurrency,3
419,CUST6311,Jonathan Lane,63,Male,Kleinport,PROD492,Couch,Home & Kitchen,2,463.31,926.62,2024-05-19,Credit Card,1
420,CUST8155,Erika Garcia,23,Male,Thompsonberg,PROD544,Blender,Home & Kitchen,5,344.37,1721.85,2024-11-11,Cryptocurrency,3
421,CUST8356,Joan Chavez,32,Male,Coryfort,PROD170,Non-fiction,Books,2,356.82,713.64,2025-01-06,PayPal,2
422,CUST1032,Diana Mcintyre,37,Male,West Benjamin,PROD991,Headphones,Electronics,2,181.63,363.26,2023-09-13,Debit Card,5
423,CUST6473,Frederick Gutierrez,19,Male,Lisaborough,PROD779,Dishwasher,Home & Kitchen,3,259.74,779.22,2024-10-01,PayPal,5
424,CUST9929,Susan Rodriguez,41,Male,Wolfbury,PROD704,Smartphone,Electronics,3,359.03,1077.09,2024-06-02,Cryptocurrency,3
425,CUST5975,Clayton Washington,65,Non-binary,Lake Judy,PROD767,Sneakers,Fashion,1,33.21,33.21,2024-09-09,Credit Card,3
426,CUST1511,Scott Bautista,42,Female,South Julie,PROD262,Biography,Books,5,81.83,409.15,2024-06-05,PayPal,2
427,CUST1931,Nancy Stewart DDS,43,Female,Fergusonfort,PROD756,Tablet,Electronics,3,47.92,143.76,2023-06-20,Debit Card,3
428,CUST4364,Donald Wilson,63,Male,East Christie,PROD941,Sneakers,Fashion,4,288.56,1154.24,2024-04-10,Cryptocurrency,2
429,CUST7476,Todd King,42,Male,East Ryan,PROD982,Smartphone,Electronics,4,223.86,895.44,2023-07-25,Credit Card,3
430,CUST2476,Timothy Kane,19,Female,West Brandonfurt,PROD385,Blender,Home & Kitchen,3,477.61,1432.83,2024-03-12,Cryptocurrency,2
431,CUST7136,Sydney Lee,26,Female,Port Anaside,PROD623,Sneakers,Fashion,5,247.09,1235.45,2023-03-21,Cryptocurrency,2
432,CUST6285,Catherine Wilson,50,Male,West Ambertown,PROD717,Yoga Mat,Sports,1,398.99,398.99,2023-05-09,Debit Card,1
433,CUST6410,Matthew Miller,55,Non-binary,Port Jonathanhaven,PROD200,Football,Sports,4,242.68,970.72,2023-03-16,Cash,1
434,CUST3402,Robert Edwards,61,Male,Gomezmouth,PROD524,Microwave,Home & Kitchen,1,317.16,317.16,2024-01-21,Cryptocurrency,4
435,CUST2723,Stephanie Snyder,28,Male,North Eddiehaven,PROD398,Football,Sports,5,322.42,1612.1,2024-12-26,PayPal,4
436,CUST9142,Christopher Frederick,47,Male,North Thomasmouth,PROD135,Dumbbells,Sports,4,453.85,1815.4,2024-07-21,PayPal,2
437,CUST9897,Misty Mills,39,Female,Lake Andreabury,PROD601,Microwave,Home & Kitchen,3,453.83,1361.49,2024-02-01,Debit Card,1
438,CUST3513,Abigail Wilson,46,Female,Port Danielburgh,PROD926,Smartwatch,Electronics,3,425.99,1277.97,2024-12-08,PayPal,1
439,CUST9752,Vincent Riddle,42,Non-binary,Ortegaborough,PROD491,Non-fiction,Books,1,125.96,125.96,2023-09-30,Cryptocurrency,1
440,CUST4421,Shawn Williams,40,Male,South Meredith,PROD479,Comics,Books,5,396.24,1981.2,2024-03-06,Credit Card,2
441,CUST2960,Cathy Collins,39,Female,Fordland,PROD794,Smartwatch,Electronics,3,450.13,1350.39,2025-01-07,Credit Card,4
442,CUST3467,Kevin Garza,46,Female,South Scottshire,PROD160,Bread,Grocery,2,280.16,560.32,2024-08-12,Credit Card,2
443,CUST9011,Mark Blankenship,55,Non-binary,Friedmanfurt,PROD108,Watch,Fashion,1,110.96,110.96,2024-04-28,Cash,1
444,CUST6384,Charles Brown,47,Female,Jessicabury,PROD427,Tennis Racket,Sports,2,429.09,858.18,2024-11-02,Credit Card,4
445,CUST2919,Kimberly Choi,35,Female,Russoborough,PROD778,Smartphone,Electronics,3,304.84,914.52,2025-02-09,Cash,2
446,CUST6368,Tyler Thompson,41,Non-binary,New Danielmouth,PROD520,Biography,Books,4,450.04,1800.16,2024-12-16,Cryptocurrency,4
447,CUST7758,Maria West,61,Non-binary,New Ashleyborough,PROD431,Watch,Fashion,1,356.27,356.27,2023-06-01,Credit Card,4
448,CUST1662,Roberta Frost,51,Non-binary,Coopermouth,PROD583,Headphones,Electronics,5,281.26,1406.3,2023-07-18,Cryptocurrency,1
449,CUST9541,Lindsey Harris,60,Male,Mcdonaldville,PROD344,Microwave,Home & Kitchen,1,436.01,436.01,2023-05-28,Cryptocurrency,1
450,CUST1647,Colleen Walsh,37,Male,South James,PROD146,Bread,Grocery,1,34.43,34.43,2024-10-31,Debit Card,2
451,CUST5486,Timothy Lynch,49,Female,South Debra,PROD467,Dishwasher,Home & Kitchen,5,159.28,796.4,2024-03-27,Credit Card,5
452,CUST5690,Bryan Santos,33,Non-binary,Lake Ryan,PROD634,Tennis Racket,Sports,5,238.34,1191.7,2025-03-04,Credit Card,3
453,CUST2608,Amy Cole,42,Female,Bennetthaven,PROD949,Science,Books,3,407.59,1222.77,2024-10-03,PayPal,3
454,CUST3310,Gregory Taylor,23,Non-binary,Garciahaven,PROD916,Eggs,Grocery,3,397.46,1192.38,2024-07-24,Debit Card,1
455,CUST8239,Stanley Stewart,22,Female,Webbton,PROD624,Milk,Grocery,2,186.39,372.78,2024-05-21,Cryptocurrency,2
456,CUST9215,Jessica Taylor,24,Non-binary,East Teresaland,PROD326,Comics,Books,1,254.32,254.32,2024-06-15,Credit Card,1
457,CUST7104,Jason Romero,35,Non-binary,Thompsonview,PROD107,Dumbbells,Sports,1,82.8,82.8,2023-08-14,Debit Card,5
458,CUST4012,Shawn Clarke,26,Non-binary,Sweeneyberg,PROD168,Non-fiction,Books,2,314.07,628.14,2024-09-12,Cash,2
459,CUST5028,Rebecca Mann MD,20,Female,East Mckenzie,PROD207,Eggs,Grocery,3,435.33,1305.99,2024-10-01,Cash,5
460,CUST5677,Roger Shannon,37,Female,Ramseyport,PROD951,Dishwasher,Home & Kitchen,5,435.31,2176.55,2024-01-08,PayPal,5
461,CUST9232,Lisa Barber,43,Male,Lake Rachaelborough,PROD119,Biography,Books,2,212.0,424.0,2023-05-23,Cryptocurrency,4
462,CUST3430,Mr. Omar Miranda,29,Non-binary,Tinafurt,PROD505,Vacuum Cleaner,Home & Kitchen,2,241.64,483.28,2023-05-04,Credit Card,2
463,CUST6194,James Ho,27,Female,South Patricia,PROD131,Biography,Books,5,268.14,1340.7,2023-06-21,Credit Card,4
464,CUST1930,Dr. Leonard Klein,54,Female,North Richard,PROD594,Comics,Books,2,211.44,422.88,2024-09-19,Cash,3
465,CUST8519,Wendy Dunn,31,Non-binary,Mathisland,PROD219,Eggs,Grocery,4,174.89,699.56,2024-05-12,Debit Card,1
466,CUST8028,Courtney Martinez,47,Female,Reginaldfort,PROD778,Vegetables,Grocery,5,132.43,662.15,2024-05-11,Debit Card,4
467,CUST5075,Tricia Walters,47,Female,East Betty,PROD429,Vegetables,Grocery,1,140.81,140.81,2023-07-27,Cryptocurrency,5
468,CUST8787,Jessica Pace,46,Non-binary,East Leebury,PROD466,T-shirt,Fashion,4,479.8,1919.2,2024-08-04,PayPal,2
469,CUST3608,Kimberly Bailey,52,Female,Owenston,PROD160,Fruits,Grocery,1,281.15,281.15,2023-11-30,PayPal,1
470,CUST3928,Jesse Larson,28,Female,Barajaschester,PROD627,Dumbbells,Sports,1,323.21,323.21,2025-01-03,Debit Card,5
471,CUST2006,Jillian Rose,51,Male,Port Glendahaven,PROD828,Dumbbells,Sports,1,493.85,493.85,2024-07-29,Cryptocurrency,4
472,CUST5297,Brenda Castro,35,Non-binary,Jenniferhaven,PROD263,Tablet,Electronics,4,270.63,1082.52,2024-01-02,Credit Card,5
473,CUST7969,Dana Sanford,35,Female,Johnsonville,PROD211,Sneakers,Fashion,3,120.61,361.83,2024-04-23,Debit Card,1
474,CUST3753,Lee Marshall,22,Non-binary,Lisachester,PROD858,Watch,Fashion,1,177.38,177.38,2023-12-12,PayPal,3
475,CUST2423,Amy Hanson,63,Female,Castrobury,PROD886,Milk,Grocery,1,107.41,107.41,2024-04-21,PayPal,2
476,CUST9842,Sara Hall,58,Male,Sandratown,PROD450,Football,Sports,5,498.2,2491.0,2023-06-01,Cryptocurrency,5
477,CUST3812,Cindy Vance,41,Female,East Michaelhaven,PROD406,Smartwatch,Electronics,1,64.47,64.47,2024-10-25,Cryptocurrency,2
478,CUST2440,Eric Sullivan,33,Non-binary,New Kayla,PROD218,Tablet,Electronics,3,211.27,633.81,2024-01-22,PayPal,1
479,CUST4153,Robert Mathis,22,Non-binary,South Kristinachester,PROD205,Dumbbells,Sports,1,184.89,184.89,2023-06-30,PayPal,2
480,CUST3873,Ryan Martin,28,Non-binary,Russellview,PROD453,Comics,Books,5,259.94,1299.7,2024-06-15,Debit Card,1
481,CUST7957,Michael Harmon,30,Male,Vincentburgh,PROD329,Jacket,Fashion,5,490.81,2454.05,2024-11-27,PayPal,3
482,CUST8867,Paul Johnston,60,Male,Mendezburgh,PROD911,Vegetables,Grocery,4,9.86,39.44,2023-11-19,Debit Card,4
483,CUST2608,Rebekah Mendoza,19,Non-binary,Nicoleside,PROD247,Non-fiction,Books,4,6.72,26.88,2023-09-01,PayPal,1
484,CUST1303,Lori Jackson,45,Female,Jillport,PROD756,Smartwatch,Electronics,1,203.38,203.38,2023-06-05,Debit Card,4
485,CUST3811,Stephanie Mitchell,33,Non-binary,North Joemouth,PROD897,Yoga Mat,Sports,4,24.49,97.96,2023-07-05,PayPal,1
486,CUST7871,Alan Tran,62,Male,Blakestad,PROD649,Vegetables,Grocery,3,78.46,235.38,2023-08-10,Credit Card,4
487,CUST3052,Patrick Green,51,Male,West Tiffany,PROD760,Sneakers,Fashion,2,418.54,837.08,2024-01-30,Debit Card,4
488,CUST7162,Derek Leach,21,Female,New Alexander,PROD518,Fiction,Books,2,55.34,110.68,2024-06-02,Cryptocurrency,1
489,CUST5415,John Stanley,47,Non-binary,Jamesmouth,PROD778,Science,Books,1,390.17,390.17,2024-05-13,Credit Card,3
490,CUST6099,James Robinson,18,Female,New Dominique,PROD584,Smartphone,Electronics,2,250.32,500.64,2023-09-03,Debit Card,4
491,CUST3643,Mrs. Karen Chapman MD,25,Non-binary,Christinafort,PROD739,T-shirt,Fashion,1,455.3,455.3,2023-09-09,Credit Card,3
492,CUST7449,Stephanie Osborn,35,Male,Harperland,PROD264,T-shirt,Fashion,5,298.95,1494.75,2024-01-14,Cryptocurrency,5
493,CUST9853,Rachel Banks,28,Female,Salinaston,PROD147,Non-fiction,Books,2,482.32,964.64,2023-08-04,Cryptocurrency,4
494,CUST5226,Alex Michael,60,Male,Port Marymouth,PROD296,Vegetables,Grocery,2,402.41,804.82,2024-05-25,Cash,5
495,CUST8928,Casey Scott,58,Male,New Ralphview,PROD893,Non-fiction,Books,1,386.92,386.92,2023-11-28,PayPal,5
496,CUST5819,James Perez,65,Non-binary,South Jamieport,PROD959,Vacuum Cleaner,Home & Kitchen,4,15.89,63.56,2025-01-15,Debit Card,1
497,CUST3656,Arthur Perez,21,Female,Thomasville,PROD962,Science,Books,5,461.71,2308.55,2023-11-08,Credit Card,5
498,CUST6844,Robert Jackson,64,Female,Stephanietown,PROD372,Eggs,Grocery,5,363.01,1815.05,2024-08-28,Cash,2
499,CUST4602,Michael Barajas,39,Male,New Christine,PROD286,T-shirt,Fashion,4,29.65,118.6,2025-03-09,Debit Card,1
500,CUST2606,Cristian Berry,41,Non-binary,North Elizabethstad,PROD225,Tablet,Electronics,2,94.27,188.54,2025-01-01,Cryptocurrency,3
